36.123030,-5.442119;36.123030,-5.441941;36.123030,-5.441762;36.123030,-5.441583;36.123030,-5.441404;36.123030,-5.441225;36.123030,-5.441046;36.123030,-5.440868;36.123030,-5.440689;36.123030,-5.440510;36.123030,-5.440331;36.123030,-5.440152;36.123030,-5.439973;36.123030,-5.439794;36.123030,-5.439616;36.123030,-5.439437;36.123030,-5.439258;36.123030,-5.439079;36.123030,-5.438900;36.123030,-5.438721;36.123030,-5.438542;36.123030,-5.438364;36.123030,-5.438185;36.123030,-5.438006;36.123030,-5.437827;36.123030,-5.437648;36.123030,-5.437469;36.123030,-5.437290;36.123030,-5.437112;36.123030,-5.436933;36.123030,-5.436754;36.123030,-5.436575;36.123030,-5.436396;36.123030,-5.436217;36.123030,-5.436038;36.123030,-5.435860;36.123030,-5.435681;36.123030,-5.435502;36.123030,-5.435323;36.123030,-5.435144;36.123030,-5.434965;36.123030,-5.434786;36.123030,-5.434608;36.123030,-5.434429;36.123030,-5.434250;36.123030,-5.434071;36.123030,-5.433892;36.123030,-5.433713;36.123030,-5.433534;36.123030,-5.433356;36.123030,-5.433177;36.123030,-5.432998;36.123030,-5.432819;36.123030,-5.432640;36.123030,-5.432461;36.123030,-5.432282;36.123030,-5.432104;36.123030,-5.431925;
36.119796,-5.442119;36.119796,-5.441941;36.119796,-5.441762;36.119796,-5.441583;36.119796,-5.441404;36.119796,-5.441225;36.119796,-5.441046;36.119796,-5.440868;36.119796,-5.440689;36.119796,-5.440510;36.119796,-5.440331;36.119796,-5.440152;36.119796,-5.439973;36.119796,-5.439794;36.119796,-5.439616;36.119796,-5.439437;36.119796,-5.439258;36.119796,-5.439079;36.119796,-5.438900;36.119796,-5.438721;36.119796,-5.438542;36.119796,-5.438364;36.119796,-5.438185;36.119796,-5.438006;36.119796,-5.437827;36.119796,-5.437648;36.119796,-5.437469;36.119796,-5.437290;36.119796,-5.437112;36.119796,-5.436933;36.119796,-5.436754;36.119796,-5.436575;36.119796,-5.436396;36.119796,-5.436217;36.119796,-5.436038;36.119796,-5.435860;36.119796,-5.435681;36.119796,-5.435502;36.119796,-5.435323;36.119796,-5.435144;36.119796,-5.434965;36.119796,-5.434786;36.119796,-5.434608;36.119796,-5.434429;36.119796,-5.434250;36.119796,-5.434071;36.119796,-5.433892;36.119796,-5.433713;36.119796,-5.433534;36.119796,-5.433356;36.119796,-5.433177;36.119796,-5.432998;36.119796,-5.432819;36.119796,-5.432640;36.119796,-5.432461;36.119796,-5.432282;36.119796,-5.432104;36.119796,-5.431925;
36.119616,-5.442119;36.119616,-5.441941;36.119616,-5.441762;36.119616,-5.441583;36.119616,-5.441404;36.119616,-5.441225;36.119616,-5.441046;36.119616,-5.440868;36.119616,-5.440689;36.119616,-5.440510;36.119616,-5.440331;36.119616,-5.440152;36.119616,-5.439973;36.119616,-5.439794;36.119616,-5.439616;36.119616,-5.439437;36.119616,-5.439258;36.119616,-5.439079;36.119616,-5.438900;36.119616,-5.438721;36.119616,-5.438542;36.119616,-5.438364;36.119616,-5.438185;36.119616,-5.438006;36.119616,-5.437827;36.119616,-5.437648;36.119616,-5.437469;36.119616,-5.437290;36.119616,-5.437112;36.119616,-5.436933;36.119616,-5.436754;36.119616,-5.436575;36.119616,-5.436396;36.119616,-5.436217;36.119616,-5.436038;36.119616,-5.435860;36.119616,-5.435681;36.119616,-5.435502;36.119616,-5.435323;36.119616,-5.435144;36.119616,-5.434965;36.119616,-5.434786;36.119616,-5.434608;36.119616,-5.434429;36.119616,-5.434250;36.119616,-5.434071;36.119616,-5.433892;36.119616,-5.433713;36.119616,-5.433534;36.119616,-5.433356;36.119616,-5.433177;36.119616,-5.432998;36.119616,-5.432819;36.119616,-5.432640;36.119616,-5.432461;36.119616,-5.432282;36.119616,-5.432104;36.119616,-5.431925;
36.119437,-5.442119;36.119437,-5.441941;36.119437,-5.441762;36.119437,-5.441583;36.119437,-5.441404;36.119437,-5.441225;36.119437,-5.441046;36.119437,-5.440868;36.119437,-5.440689;36.119437,-5.440510;36.119437,-5.440331;36.119437,-5.440152;36.119437,-5.439973;36.119437,-5.439794;36.119437,-5.439616;36.119437,-5.439437;36.119437,-5.439258;36.119437,-5.439079;36.119437,-5.438900;36.119437,-5.438721;36.119437,-5.438542;36.119437,-5.438364;36.119437,-5.438185;36.119437,-5.438006;36.119437,-5.437827;36.119437,-5.437648;36.119437,-5.437469;36.119437,-5.437290;36.119437,-5.437112;36.119437,-5.436933;36.119437,-5.436754;36.119437,-5.436575;36.119437,-5.436396;36.119437,-5.436217;36.119437,-5.436038;36.119437,-5.435860;36.119437,-5.435681;36.119437,-5.435502;36.119437,-5.435323;36.119437,-5.435144;36.119437,-5.434965;36.119437,-5.434786;36.119437,-5.434608;36.119437,-5.434429;36.119437,-5.434250;36.119437,-5.434071;36.119437,-5.433892;36.119437,-5.433713;36.119437,-5.433534;36.119437,-5.433356;36.119437,-5.433177;36.119437,-5.432998;36.119437,-5.432819;36.119437,-5.432640;36.119437,-5.432461;36.119437,-5.432282;36.119437,-5.432104;36.119437,-5.431925;
36.119257,-5.442119;36.119257,-5.441941;36.119257,-5.441762;36.119257,-5.441583;36.119257,-5.441404;36.119257,-5.441225;36.119257,-5.441046;36.119257,-5.440868;36.119257,-5.440689;36.119257,-5.440510;36.119257,-5.440331;36.119257,-5.440152;36.119257,-5.439973;36.119257,-5.439794;36.119257,-5.439616;36.119257,-5.439437;36.119257,-5.439258;36.119257,-5.439079;36.119257,-5.438900;36.119257,-5.438721;36.119257,-5.438542;36.119257,-5.438364;36.119257,-5.438185;36.119257,-5.438006;36.119257,-5.437827;36.119257,-5.437648;36.119257,-5.437469;36.119257,-5.437290;36.119257,-5.437112;36.119257,-5.436933;36.119257,-5.436754;36.119257,-5.436575;36.119257,-5.436396;36.119257,-5.436217;36.119257,-5.436038;36.119257,-5.435860;36.119257,-5.435681;36.119257,-5.435502;36.119257,-5.435323;36.119257,-5.435144;36.119257,-5.434965;36.119257,-5.434786;36.119257,-5.434608;36.119257,-5.434429;36.119257,-5.434250;36.119257,-5.434071;36.119257,-5.433892;36.119257,-5.433713;36.119257,-5.433534;36.119257,-5.433356;36.119257,-5.433177;36.119257,-5.432998;36.119257,-5.432819;36.119257,-5.432640;36.119257,-5.432461;36.119257,-5.432282;36.119257,-5.432104;36.119257,-5.431925;
36.119077,-5.442119;36.119077,-5.441941;36.119077,-5.441762;36.119077,-5.441583;36.119077,-5.441404;36.119077,-5.441225;36.119077,-5.441046;36.119077,-5.440868;36.119077,-5.440689;36.119077,-5.440510;36.119077,-5.440331;36.119077,-5.440152;36.119077,-5.439973;36.119077,-5.439794;36.119077,-5.439616;36.119077,-5.439437;36.119077,-5.439258;36.119077,-5.439079;36.119077,-5.438900;36.119077,-5.438721;36.119077,-5.438542;36.119077,-5.438364;36.119077,-5.438185;36.119077,-5.438006;36.119077,-5.437827;36.119077,-5.437648;36.119077,-5.437469;36.119077,-5.437290;36.119077,-5.437112;36.119077,-5.436933;36.119077,-5.436754;36.119077,-5.436575;36.119077,-5.436396;36.119077,-5.436217;36.119077,-5.436038;36.119077,-5.435860;36.119077,-5.435681;36.119077,-5.435502;36.119077,-5.435323;36.119077,-5.435144;36.119077,-5.434965;36.119077,-5.434786;36.119077,-5.434608;36.119077,-5.434429;36.119077,-5.434250;36.119077,-5.434071;36.119077,-5.433892;36.119077,-5.433713;36.119077,-5.433534;36.119077,-5.433356;36.119077,-5.433177;36.119077,-5.432998;36.119077,-5.432819;36.119077,-5.432640;36.119077,-5.432461;36.119077,-5.432282;36.119077,-5.432104;36.119077,-5.431925;
36.118898,-5.442119;36.118898,-5.441941;36.118898,-5.441762;36.118898,-5.441583;36.118898,-5.441404;36.118898,-5.441225;36.118898,-5.441046;36.118898,-5.440868;36.118898,-5.440689;36.118898,-5.440510;36.118898,-5.440331;36.118898,-5.440152;36.118898,-5.439973;36.118898,-5.439794;36.118898,-5.439616;36.118898,-5.439437;36.118898,-5.439258;36.118898,-5.439079;36.118898,-5.438900;36.118898,-5.438721;36.118898,-5.438542;36.118898,-5.438364;36.118898,-5.438185;36.118898,-5.438006;36.118898,-5.437827;36.118898,-5.437648;36.118898,-5.437469;36.118898,-5.437290;36.118898,-5.437112;36.118898,-5.436933;36.118898,-5.436754;36.118898,-5.436575;36.118898,-5.436396;36.118898,-5.436217;36.118898,-5.436038;36.118898,-5.435860;36.118898,-5.435681;36.118898,-5.435502;36.118898,-5.435323;36.118898,-5.435144;36.118898,-5.434965;36.118898,-5.434786;36.118898,-5.434608;36.118898,-5.434429;36.118898,-5.434250;36.118898,-5.434071;36.118898,-5.433892;36.118898,-5.433713;36.118898,-5.433534;36.118898,-5.433356;36.118898,-5.433177;36.118898,-5.432998;36.118898,-5.432819;36.118898,-5.432640;36.118898,-5.432461;36.118898,-5.432282;36.118898,-5.432104;36.118898,-5.431925;
36.118718,-5.442119;36.118718,-5.441941;36.118718,-5.441762;36.118718,-5.441583;36.118718,-5.441404;36.118718,-5.441225;36.118718,-5.441046;36.118718,-5.440868;36.118718,-5.440689;36.118718,-5.440510;36.118718,-5.440331;36.118718,-5.440152;36.118718,-5.439973;36.118718,-5.439794;36.118718,-5.439616;36.118718,-5.439437;36.118718,-5.439258;36.118718,-5.439079;36.118718,-5.438900;36.118718,-5.438721;36.118718,-5.438542;36.118718,-5.438364;36.118718,-5.438185;36.118718,-5.438006;36.118718,-5.437827;36.118718,-5.437648;36.118718,-5.437469;36.118718,-5.437290;36.118718,-5.437112;36.118718,-5.436933;36.118718,-5.436754;36.118718,-5.436575;36.118718,-5.436396;36.118718,-5.436217;36.118718,-5.436038;36.118718,-5.435860;36.118718,-5.435681;36.118718,-5.435502;36.118718,-5.435323;36.118718,-5.435144;36.118718,-5.434965;36.118718,-5.434786;36.118718,-5.434608;36.118718,-5.434429;36.118718,-5.434250;36.118718,-5.434071;36.118718,-5.433892;36.118718,-5.433713;36.118718,-5.433534;36.118718,-5.433356;36.118718,-5.433177;36.118718,-5.432998;36.118718,-5.432819;36.118718,-5.432640;36.118718,-5.432461;36.118718,-5.432282;36.118718,-5.432104;36.118718,-5.431925;
36.118538,-5.442119;36.118538,-5.441941;36.118538,-5.441762;36.118538,-5.441583;36.118538,-5.441404;36.118538,-5.441225;36.118538,-5.441046;36.118538,-5.440868;36.118538,-5.440689;36.118538,-5.440510;36.118538,-5.440331;36.118538,-5.440152;36.118538,-5.439973;36.118538,-5.439794;36.118538,-5.439616;36.118538,-5.439437;36.118538,-5.439258;36.118538,-5.439079;36.118538,-5.438900;36.118538,-5.438721;36.118538,-5.438542;36.118538,-5.438364;36.118538,-5.438185;36.118538,-5.438006;36.118538,-5.437827;36.118538,-5.437648;36.118538,-5.437469;36.118538,-5.437290;36.118538,-5.437112;36.118538,-5.436933;36.118538,-5.436754;36.118538,-5.436575;36.118538,-5.436396;36.118538,-5.436217;36.118538,-5.436038;36.118538,-5.435860;36.118538,-5.435681;36.118538,-5.435502;36.118538,-5.435323;36.118538,-5.435144;36.118538,-5.434965;36.118538,-5.434786;36.118538,-5.434608;36.118538,-5.434429;36.118538,-5.434250;36.118538,-5.434071;36.118538,-5.433892;36.118538,-5.433713;36.118538,-5.433534;36.118538,-5.433356;36.118538,-5.433177;36.118538,-5.432998;36.118538,-5.432819;36.118538,-5.432640;36.118538,-5.432461;36.118538,-5.432282;36.118538,-5.432104;36.118538,-5.431925;
36.118359,-5.442119;36.118359,-5.441941;36.118359,-5.441762;36.118359,-5.441583;36.118359,-5.441404;36.118359,-5.441225;36.118359,-5.441046;36.118359,-5.440868;36.118359,-5.440689;36.118359,-5.440510;36.118359,-5.440331;36.118359,-5.440152;36.118359,-5.439973;36.118359,-5.439794;36.118359,-5.439616;36.118359,-5.439437;36.118359,-5.439258;36.118359,-5.439079;36.118359,-5.438900;36.118359,-5.438721;36.118359,-5.438542;36.118359,-5.438364;36.118359,-5.438185;36.118359,-5.438006;36.118359,-5.437827;36.118359,-5.437648;36.118359,-5.437469;36.118359,-5.437290;36.118359,-5.437112;36.118359,-5.436933;36.118359,-5.436754;36.118359,-5.436575;36.118359,-5.436396;36.118359,-5.436217;36.118359,-5.436038;36.118359,-5.435860;36.118359,-5.435681;36.118359,-5.435502;36.118359,-5.435323;36.118359,-5.435144;36.118359,-5.434965;36.118359,-5.434786;36.118359,-5.434608;36.118359,-5.434429;36.118359,-5.434250;36.118359,-5.434071;36.118359,-5.433892;36.118359,-5.433713;36.118359,-5.433534;36.118359,-5.433356;36.118359,-5.433177;36.118359,-5.432998;36.118359,-5.432819;36.118359,-5.432640;36.118359,-5.432461;36.118359,-5.432282;36.118359,-5.432104;36.118359,-5.431925;
36.118179,-5.442119;36.118179,-5.441941;36.118179,-5.441762;36.118179,-5.441583;36.118179,-5.441404;36.118179,-5.441225;36.118179,-5.441046;36.118179,-5.440868;36.118179,-5.440689;36.118179,-5.440510;36.118179,-5.440331;36.118179,-5.440152;36.118179,-5.439973;36.118179,-5.439794;36.118179,-5.439616;36.118179,-5.439437;36.118179,-5.439258;36.118179,-5.439079;36.118179,-5.438900;36.118179,-5.438721;36.118179,-5.438542;36.118179,-5.438364;36.118179,-5.438185;36.118179,-5.438006;36.118179,-5.437827;36.118179,-5.437648;36.118179,-5.437469;36.118179,-5.437290;36.118179,-5.437112;36.118179,-5.436933;36.118179,-5.436754;36.118179,-5.436575;36.118179,-5.436396;36.118179,-5.436217;36.118179,-5.436038;36.118179,-5.435860;36.118179,-5.435681;36.118179,-5.435502;36.118179,-5.435323;36.118179,-5.435144;36.118179,-5.434965;36.118179,-5.434786;36.118179,-5.434608;36.118179,-5.434429;36.118179,-5.434250;36.118179,-5.434071;36.118179,-5.433892;36.118179,-5.433713;36.118179,-5.433534;36.118179,-5.433356;36.118179,-5.433177;36.118179,-5.432998;36.118179,-5.432819;36.118179,-5.432640;36.118179,-5.432461;36.118179,-5.432282;36.118179,-5.432104;36.118179,-5.431925;
36.118000,-5.442119;36.118000,-5.441941;36.118000,-5.441762;36.118000,-5.441583;36.118000,-5.441404;36.118000,-5.441225;36.118000,-5.441046;36.118000,-5.440868;36.118000,-5.440689;36.118000,-5.440510;36.118000,-5.440331;36.118000,-5.440152;36.118000,-5.439973;36.118000,-5.439794;36.118000,-5.439616;36.118000,-5.439437;36.118000,-5.439258;36.118000,-5.439079;36.118000,-5.438900;36.118000,-5.438721;36.118000,-5.438542;36.118000,-5.438364;36.118000,-5.438185;36.118000,-5.438006;36.118000,-5.437827;36.118000,-5.437648;36.118000,-5.437469;36.118000,-5.437290;36.118000,-5.437112;36.118000,-5.436933;36.118000,-5.436754;36.118000,-5.436575;36.118000,-5.436396;36.118000,-5.436217;36.118000,-5.436038;36.118000,-5.435860;36.118000,-5.435681;36.118000,-5.435502;36.118000,-5.435323;36.118000,-5.435144;36.118000,-5.434965;36.118000,-5.434786;36.118000,-5.434608;36.118000,-5.434429;36.118000,-5.434250;36.118000,-5.434071;36.118000,-5.433892;36.118000,-5.433713;36.118000,-5.433534;36.118000,-5.433356;36.118000,-5.433177;36.118000,-5.432998;36.118000,-5.432819;36.118000,-5.432640;36.118000,-5.432461;36.118000,-5.432282;36.118000,-5.432104;36.118000,-5.431925;
36.117820,-5.442119;36.117820,-5.441941;36.117820,-5.441762;36.117820,-5.441583;36.117820,-5.441404;36.117820,-5.441225;36.117820,-5.441046;36.117820,-5.440868;36.117820,-5.440689;36.117820,-5.440510;36.117820,-5.440331;36.117820,-5.440152;36.117820,-5.439973;36.117820,-5.439794;36.117820,-5.439616;36.117820,-5.439437;36.117820,-5.439258;36.117820,-5.439079;36.117820,-5.438900;36.117820,-5.438721;36.117820,-5.438542;36.117820,-5.438364;36.117820,-5.438185;36.117820,-5.438006;36.117820,-5.437827;36.117820,-5.437648;36.117820,-5.437469;36.117820,-5.437290;36.117820,-5.437112;36.117820,-5.436933;36.117820,-5.436754;36.117820,-5.436575;36.117820,-5.436396;36.117820,-5.436217;36.117820,-5.436038;36.117820,-5.435860;36.117820,-5.435681;36.117820,-5.435502;36.117820,-5.435323;36.117820,-5.435144;36.117820,-5.434965;36.117820,-5.434786;36.117820,-5.434608;36.117820,-5.434429;36.117820,-5.434250;36.117820,-5.434071;36.117820,-5.433892;36.117820,-5.433713;36.117820,-5.433534;36.117820,-5.433356;36.117820,-5.433177;36.117820,-5.432998;36.117820,-5.432819;36.117820,-5.432640;36.117820,-5.432461;36.117820,-5.432282;36.117820,-5.432104;36.117820,-5.431925;
36.117640,-5.442119;36.117640,-5.441941;36.117640,-5.441762;36.117640,-5.441583;36.117640,-5.441404;36.117640,-5.441225;36.117640,-5.441046;36.117640,-5.440868;36.117640,-5.440689;36.117640,-5.440510;36.117640,-5.440331;36.117640,-5.440152;36.117640,-5.439973;36.117640,-5.439794;36.117640,-5.439616;36.117640,-5.439437;36.117640,-5.439258;36.117640,-5.439079;36.117640,-5.438900;36.117640,-5.438721;36.117640,-5.438542;36.117640,-5.438364;36.117640,-5.438185;36.117640,-5.438006;36.117640,-5.437827;36.117640,-5.437648;36.117640,-5.437469;36.117640,-5.437290;36.117640,-5.437112;36.117640,-5.436933;36.117640,-5.436754;36.117640,-5.436575;36.117640,-5.436396;36.117640,-5.436217;36.117640,-5.436038;36.117640,-5.435860;36.117640,-5.435681;36.117640,-5.435502;36.117640,-5.435323;36.117640,-5.435144;36.117640,-5.434965;36.117640,-5.434786;36.117640,-5.434608;36.117640,-5.434429;36.117640,-5.434250;36.117640,-5.434071;36.117640,-5.433892;36.117640,-5.433713;36.117640,-5.433534;36.117640,-5.433356;36.117640,-5.433177;36.117640,-5.432998;36.117640,-5.432819;36.117640,-5.432640;36.117640,-5.432461;36.117640,-5.432282;36.117640,-5.432104;36.117640,-5.431925;
36.117461,-5.442119;36.117461,-5.441941;36.117461,-5.441762;36.117461,-5.441583;36.117461,-5.441404;36.117461,-5.441225;36.117461,-5.441046;36.117461,-5.440868;36.117461,-5.440689;36.117461,-5.440510;36.117461,-5.440331;36.117461,-5.440152;36.117461,-5.439973;36.117461,-5.439794;36.117461,-5.439616;36.117461,-5.439437;36.117461,-5.439258;36.117461,-5.439079;36.117461,-5.438900;36.117461,-5.438721;36.117461,-5.438542;36.117461,-5.438364;36.117461,-5.438185;36.117461,-5.438006;36.117461,-5.437827;36.117461,-5.437648;36.117461,-5.437469;36.117461,-5.437290;36.117461,-5.437112;36.117461,-5.436933;36.117461,-5.436754;36.117461,-5.436575;36.117461,-5.436396;36.117461,-5.436217;36.117461,-5.436038;36.117461,-5.435860;36.117461,-5.435681;36.117461,-5.435502;36.117461,-5.435323;36.117461,-5.435144;36.117461,-5.434965;36.117461,-5.434786;36.117461,-5.434608;36.117461,-5.434429;36.117461,-5.434250;36.117461,-5.434071;36.117461,-5.433892;36.117461,-5.433713;36.117461,-5.433534;36.117461,-5.433356;36.117461,-5.433177;36.117461,-5.432998;36.117461,-5.432819;36.117461,-5.432640;36.117461,-5.432461;36.117461,-5.432282;36.117461,-5.432104;36.117461,-5.431925;
36.117281,-5.442119;36.117281,-5.441941;36.117281,-5.441762;36.117281,-5.441583;36.117281,-5.441404;36.117281,-5.441225;36.117281,-5.441046;36.117281,-5.440868;36.117281,-5.440689;36.117281,-5.440510;36.117281,-5.440331;36.117281,-5.440152;36.117281,-5.439973;36.117281,-5.439794;36.117281,-5.439616;36.117281,-5.439437;36.117281,-5.439258;36.117281,-5.439079;36.117281,-5.438900;36.117281,-5.438721;36.117281,-5.438542;36.117281,-5.438364;36.117281,-5.438185;36.117281,-5.438006;36.117281,-5.437827;36.117281,-5.437648;36.117281,-5.437469;36.117281,-5.437290;36.117281,-5.437112;36.117281,-5.436933;36.117281,-5.436754;36.117281,-5.436575;36.117281,-5.436396;36.117281,-5.436217;36.117281,-5.436038;36.117281,-5.435860;36.117281,-5.435681;36.117281,-5.435502;36.117281,-5.435323;36.117281,-5.435144;36.117281,-5.434965;36.117281,-5.434786;36.117281,-5.434608;36.117281,-5.434429;36.117281,-5.434250;36.117281,-5.434071;36.117281,-5.433892;36.117281,-5.433713;36.117281,-5.433534;36.117281,-5.433356;36.117281,-5.433177;36.117281,-5.432998;36.117281,-5.432819;36.117281,-5.432640;36.117281,-5.432461;36.117281,-5.432282;36.117281,-5.432104;36.117281,-5.431925;
36.117101,-5.442119;36.117101,-5.441941;36.117101,-5.441762;36.117101,-5.441583;36.117101,-5.441404;36.117101,-5.441225;36.117101,-5.441046;36.117101,-5.440868;36.117101,-5.440689;36.117101,-5.440510;36.117101,-5.440331;36.117101,-5.440152;36.117101,-5.439973;36.117101,-5.439794;36.117101,-5.439616;36.117101,-5.439437;36.117101,-5.439258;36.117101,-5.439079;36.117101,-5.438900;36.117101,-5.438721;36.117101,-5.438542;36.117101,-5.438364;36.117101,-5.438185;36.117101,-5.438006;36.117101,-5.437827;36.117101,-5.437648;36.117101,-5.437469;36.117101,-5.437290;36.117101,-5.437112;36.117101,-5.436933;36.117101,-5.436754;36.117101,-5.436575;36.117101,-5.436396;36.117101,-5.436217;36.117101,-5.436038;36.117101,-5.435860;36.117101,-5.435681;36.117101,-5.435502;36.117101,-5.435323;36.117101,-5.435144;36.117101,-5.434965;36.117101,-5.434786;36.117101,-5.434608;36.117101,-5.434429;36.117101,-5.434250;36.117101,-5.434071;36.117101,-5.433892;36.117101,-5.433713;36.117101,-5.433534;36.117101,-5.433356;36.117101,-5.433177;36.117101,-5.432998;36.117101,-5.432819;36.117101,-5.432640;36.117101,-5.432461;36.117101,-5.432282;36.117101,-5.432104;36.117101,-5.431925;
36.116922,-5.442119;36.116922,-5.441941;36.116922,-5.441762;36.116922,-5.441583;36.116922,-5.441404;36.116922,-5.441225;36.116922,-5.441046;36.116922,-5.440868;36.116922,-5.440689;36.116922,-5.440510;36.116922,-5.440331;36.116922,-5.440152;36.116922,-5.439973;36.116922,-5.439794;36.116922,-5.439616;36.116922,-5.439437;36.116922,-5.439258;36.116922,-5.439079;36.116922,-5.438900;36.116922,-5.438721;36.116922,-5.438542;36.116922,-5.438364;36.116922,-5.438185;36.116922,-5.438006;36.116922,-5.437827;36.116922,-5.437648;36.116922,-5.437469;36.116922,-5.437290;36.116922,-5.437112;36.116922,-5.436933;36.116922,-5.436754;36.116922,-5.436575;36.116922,-5.436396;36.116922,-5.436217;36.116922,-5.436038;36.116922,-5.435860;36.116922,-5.435681;36.116922,-5.435502;36.116922,-5.435323;36.116922,-5.435144;36.116922,-5.434965;36.116922,-5.434786;36.116922,-5.434608;36.116922,-5.434429;36.116922,-5.434250;36.116922,-5.434071;36.116922,-5.433892;36.116922,-5.433713;36.116922,-5.433534;36.116922,-5.433356;36.116922,-5.433177;36.116922,-5.432998;36.116922,-5.432819;36.116922,-5.432640;36.116922,-5.432461;36.116922,-5.432282;36.116922,-5.432104;36.116922,-5.431925;
36.116742,-5.442119;36.116742,-5.441941;36.116742,-5.441762;36.116742,-5.441583;36.116742,-5.441404;36.116742,-5.441225;36.116742,-5.441046;36.116742,-5.440868;36.116742,-5.440689;36.116742,-5.440510;36.116742,-5.440331;36.116742,-5.440152;36.116742,-5.439973;36.116742,-5.439794;36.116742,-5.439616;36.116742,-5.439437;36.116742,-5.439258;36.116742,-5.439079;36.116742,-5.438900;36.116742,-5.438721;36.116742,-5.438542;36.116742,-5.438364;36.116742,-5.438185;36.116742,-5.438006;36.116742,-5.437827;36.116742,-5.437648;36.116742,-5.437469;36.116742,-5.437290;36.116742,-5.437112;36.116742,-5.436933;36.116742,-5.436754;36.116742,-5.436575;36.116742,-5.436396;36.116742,-5.436217;36.116742,-5.436038;36.116742,-5.435860;36.116742,-5.435681;36.116742,-5.435502;36.116742,-5.435323;36.116742,-5.435144;36.116742,-5.434965;36.116742,-5.434786;36.116742,-5.434608;36.116742,-5.434429;36.116742,-5.434250;36.116742,-5.434071;36.116742,-5.433892;36.116742,-5.433713;36.116742,-5.433534;36.116742,-5.433356;36.116742,-5.433177;36.116742,-5.432998;36.116742,-5.432819;36.116742,-5.432640;36.116742,-5.432461;36.116742,-5.432282;36.116742,-5.432104;36.116742,-5.431925;
